,0,1,2
0,Revelations of the Ruby Crystal,9781591431978,"{'ISBN-13': '9781591431978', 'Title': 'Revelations Of The Ruby Crystal', 'Authors': ['Barbara Hand Clow'], 'Publisher': 'Bear', 'Year': '2015', 'Language': 'en'}"
1,Coaching Youth Wrestling (Coaching Youth Sports),9780736067119,"{'ISBN-13': '9780736067119', 'Title': 'Coaching Youth Wrestling', 'Authors': ['American Sport Education Program'], 'Publisher': 'Human Kinetics', 'Year': '2008', 'Language': 'en'}"
2,The Art of Painting Flowers in Oil & Acrylic: Discover simple step-by-step techniques for painting an array of flowers and plants (Collector's Series),9781633220133,"{'ISBN-13': '9781633220133', 'Title': 'The Art Of Painting Flowers In Oil & Acrylic - Discover Simple Step-By-Step Techniques For Painting An Array Of Flowers And Plants', 'Authors': ['David Lloyd Glover', 'Varvara Harmon', 'James Sulkowski', 'Judy Leila Schafers'], 'Publisher': 'Walter Foster Pub', 'Year': '2015', 'Language': 'en'}"
3,Supergirl: Many Happy Returns,9781401200855,"{'ISBN-13': '9781401200855', 'Title': 'Many Happy Returns', 'Authors': ['Peter Allen David', 'Ed Benes', 'Alex Lei'], 'Publisher': 'Dc Comics', 'Year': '2003', 'Language': 'en'}"
4,Rick Steves' Croatia and Slovenia 2007,9781598800555,"{'ISBN-13': '9781598800555', 'Title': ""Rick Steves' Croatia And Slovenia 2007"", 'Authors': ['Rick Steves', 'Cameron Hewitt'], 'Publisher': 'Rick Steves', 'Year': '2007', 'Language': 'en'}"
5,Trancework: An Introduction to the Practice of Clinical Hypnosis,9780415884945,"{'ISBN-13': '9780415884945', 'Title': 'Trancework - An Introduction To The Practice Of Clinical Hypnosis', 'Authors': ['Michael D. Yapko'], 'Publisher': 'Routledge', 'Year': '2012', 'Language': 'en'}"
6,Married 'til Monday (A Chapel Springs Romance),9781401687069,"{'ISBN-13': '9781401687069', 'Title': ""Married 'Til Monday"", 'Authors': ['Denise Hunter'], 'Publisher': 'Thomas Nelson', 'Year': '2015', 'Language': 'en'}"
7,Table Tennis Tips: 2011-2013,9781497496149,"{'ISBN-13': '9781497496149', 'Title': 'Table Tennis Tips - 2011-2013', 'Authors': ['Larry Hodges'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
8,Kaplan GED Test Mathematical Reasoning Prep 2015: Book + Online (Kaplan Test Prep),9781625232366,"{'ISBN-13': '9781625232366', 'Title': 'Kaplan GED Test Mathematical Reasoning Prep 2015 - Book + Online', 'Authors': ['Caren Van Slyke'], 'Publisher': 'Kaplan Publishing', 'Year': '2015', 'Language': 'en'}"
9,Technology In Action Introductory (12th Edition),9780134079479,"{'ISBN-13': '9780134079479', 'Title': 'Technology In Action Introductory', 'Authors': ['Alan Evans', 'Kendall Martin', 'Mary Anne Poatsy'], 'Publisher': 'Prentice Hall', 'Year': '2015', 'Language': 'en'}"
