,0,1,2
0,The Hand You're Dealt,9781416939900,"{'ISBN-13': '9781416939900', 'Title': ""The Hand You're Dealt"", 'Authors': ['Paul Volponi'], 'Publisher': 'Atheneum Books for Young Readers', 'Year': '2010', 'Language': 'en'}"
1,"Relativity, Gravitation and Cosmology: A Basic Introduction (Oxford Master Series in Physics)",9780199573646,"{'ISBN-13': '9780199573646', 'Title': 'Relativity, Gravitation And Cosmology - A Basic Introduction', 'Authors': ['Ta-Pei Cheng'], 'Publisher': 'OUP Oxford', 'Year': '2009', 'Language': 'en'}"
2,London 2016 Square 12x12 (Multilingual Edition),9781465046123,{}
3,How to Open a Financially Successful Bakery : With a Companion CD-ROM,9780910627337,"{'ISBN-13': '9780910627337', 'Title': 'How To Open A Financially Successful Bakery', 'Authors': ['Sharon L. Fullen', 'Douglas Robert Brown'], 'Publisher': 'Atlantic Publishing Company', 'Year': '2004', 'Language': 'en'}"
4,Gold Rush Women,9780962753053,"{'ISBN-13': '9780962753053', 'Title': 'Gold Rush Women', 'Authors': ['Claire Rudolf Murphy', 'Jane G. Haigh'], 'Publisher': '', 'Year': '2012', 'Language': 'en'}"
5,"Letters and Papers from Prison (Dietrich Bonhoeffer Works, Vol. 8)",did not work,did not work
6,Betrayed (A House of Night),9780312360283,"{'ISBN-13': '9780312360283', 'Title': 'Betrayed - A House Of Night Novel', 'Authors': ['P. C. Cast', 'Kristin Cast'], 'Publisher': ""St. Martin's Griffin"", 'Year': '2007', 'Language': 'en'}"
7,Grandparents Minnesota Style: Places to Go And Wisdom to Share,9781591931485,"{'ISBN-13': '9781591931485', 'Title': 'Grandparents Minnesota Style: Places To Go And Wisdom To Share', 'Authors': ['Mike Link', 'Kate Crowley'], 'Publisher': 'Adventure Publications', 'Year': '2007', 'Language': 'en'}"
8,American Legal Systems: A Resource and Reference Guide (2015),9781422423974,"{'ISBN-13': '9781422423974', 'Title': 'American Legal Systems - A Resource And Reference Guide', 'Authors': ['Toni Jaeger-Fine'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
9,Corvallis / Albany / Lebanon OR Street Map,9781770683815,{}
