,0,1,2
0,"Advanced Medical Transcription: Critical Thinking in Healthcare Documentation 1st Edition by Bryan, Laura (2012) Paperback",9780138014131,"{'ISBN-13': '9780138014131', 'Title': 'Advanced Medical Transcription - Critical Thinking In Healthcare Documentation', 'Authors': ['Laura Bryan'], 'Publisher': 'Prentice Hall', 'Year': '2012', 'Language': 'en'}"
1,Tappan's Handbook of Healing Massage Techniques (5th Edition),9780135142264,{}
2,Antología (Poesia) (Spanish Edition),9788437628325,"{'ISBN-13': '9788437628325', 'Title': 'Antología Cátedra de poesía de las Letras hispánicas', 'Authors': ['José Francisco Ruiz Casanova'], 'Publisher': 'Ediciones Catedra S.A.', 'Year': '2011', 'Language': 'es'}"
3,The Collector's Guide to Sports Publications & Sports Illustrated,9781887432498,"{'ISBN-13': '9781887432498', 'Title': ""The Collector's Guide To Sports Publications And Sports Illustrated"", 'Authors': ['Phil Regli'], 'Publisher': '', 'Year': '1998', 'Language': 'en'}"
4,Infinite Dimensional Analysis: A Hitchhiker's Guide,9783540295860,{}
5,Lonely Planet Australia's Best Trips (Travel Guide),9781786574947,"{'ISBN-13': '9781786574947', 'Title': ""Australia's Best Trips - 38 Amazing Road Trips"", 'Authors': ['Brett Atkinson', 'Andrew Bain', 'Paul Harding', 'Cristian Bonetto', 'Samantha Forge', 'Anthony Ham', 'Trent Holden', 'Anita Isalska', 'Anna Kaminski', 'Tatyana Leonov', 'Virginia Maxwell', 'Hugh McNaughtan', 'Kate Morgan', 'Charles Rawlings-Way', 'Andy Symington', 'Steve Waters'], 'Publisher': 'Lonely Planet', 'Year': '2019', 'Language': 'en'}"
6,Prometheus: The Art of the Film,9781781161098,"{'ISBN-13': '9781781161098', 'Title': 'Prometheus: The Art Of The Film', 'Authors': ['Mark Salisbury'], 'Publisher': 'Titan Books (US, CA)', 'Year': '2012', 'Language': 'en'}"
7,Hot Chocolate: 50 Heavenly Cups of Comfort (50 Series),9781558322905,"{'ISBN-13': '9781558322905', 'Title': 'Hot Chocolate - 50 Heavenly Cups Of Comfort', 'Authors': ['Fred Thompson'], 'Publisher': 'Harvard Common Press', 'Year': '2006', 'Language': 'en'}"
8,The Story of Hollywood: An Illustrated History,9780977629923,"{'ISBN-13': '9780977629923', 'Title': 'The Story Of Hollywood - An Illustrated History', 'Authors': ['Gregory Paul Williams'], 'Publisher': 'Bl PressLlc', 'Year': '2011', 'Language': 'en'}"
9,"Testing Cloud Services: How to Test SaaS, PaaS & IaaS (Rocky Nook Computing)",9781937538385,"{'ISBN-13': '9781937538385', 'Title': 'Testing Cloud Services - How To Test SaaS, PaaS & IaaS', 'Authors': ['Kees Blokland', 'Jeroen Mengerink', 'Martin Pol'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
